Student,Semester,Math,Physics,Chemistry,Biology,English
John Campbell,Semester 6,88.0,,,,
John Campbell,Semester 4,,,79.0,,
John Campbell,Semester 5,43.0,,,95.0,61.0
Matthew Burns,Semester 2,,98.0,,32.0,
Matthew Burns,Semester 5,,,,97.0,53.0
Matthew Burns,Semester 3,72.0,73.0,,90.0,91.0
Matthew Burns,Semester 7,,86.0,31.0,,
Julie Davis,Semester 6,,59.0,,55.0,
Kelly Noble,Semester 4,77.0,46.0,,40.0,
Thomas Weeks,Semester 8,34.0,54.0,32.0,51.0,
Thomas Weeks,Semester 2,,87.0,45.0,,
Thomas Weeks,Semester 6,63.0,,37.0,,61.0
Thomas Weeks,Semester 5,57.0,,,,
Thomas Weeks,Semester 3,87.0,50.0,,35.0,
Thomas Weeks,Semester 4,,,,96.0,30.0
Thomas Weeks,Semester 7,,71.0,,,58.0
Heidi Landry,Semester 1,56.0,81.0,35.0,,
Heidi Landry,Semester 3,60.0,42.0,87.0,,
Heidi Landry,Semester 7,58.0,61.0,,85.0,95.0
Heidi Landry,Semester 4,87.0,66.0,56.0,,
Heidi Landry,Semester 8,,68.0,,98.0,54.0
Heidi Landry,Semester 6,,,,80.0,
Heidi Landry,Semester 2,,56.0,,,48.0
Christine Cohen,Semester 6,,68.0,,85.0,60.0
Christine Cohen,Semester 3,89.0,78.0,99.0,,
Christine Cohen,Semester 7,,,,,
Christine Cohen,Semester 1,,,,41.0,100.0
Christine Cohen,Semester 2,,,,78.0,
Christine Cohen,Semester 4,80.0,,,43.0,
Robert Lozano,Semester 5,58.0,46.0,,88.0,
Robert Lozano,Semester 7,,81.0,,,
Robert Lozano,Semester 2,,85.0,46.0,71.0,66.0
Kimberly Robbins,Semester 4,65.0,82.0,100.0,,62.0
Kimberly Robbins,Semester 3,,46.0,60.0,,35.0
Kimberly Robbins,Semester 2,40.0,,89.0,61.0,54.0
Kimberly Robbins,Semester 6,,38.0,63.0,,
James Campbell,Semester 8,,57.0,73.0,97.0,99.0
James Campbell,Semester 4,36.0,46.0,,73.0,92.0
James Campbell,Semester 3,37.0,50.0,,,66.0
Wendy Johns,Semester 3,,42.0,,,
Wendy Johns,Semester 7,35.0,70.0,,96.0,
Wendy Johns,Semester 5,,46.0,49.0,73.0,
Wendy Johns,Semester 6,63.0,50.0,,36.0,67.0
Wendy Johns,Semester 2,,,,34.0,
Wendy Johns,Semester 1,,,,85.0,
Barbara West,Semester 3,58.0,56.0,,67.0,50.0
Barbara West,Semester 2,,52.0,56.0,,53.0
Gregory Harrison,Semester 6,50.0,,71.0,76.0,70.0
Gregory Harrison,Semester 3,,44.0,,,56.0
Gregory Harrison,Semester 7,,87.0,,,45.0
Gregory Harrison,Semester 8,41.0,56.0,63.0,,100.0
Gregory Harrison,Semester 1,,,,38.0,72.0
Gregory Harrison,Semester 5,,62.0,,,63.0
Tammie Morris,Semester 1,,,91.0,,
Heidi Brown,Semester 2,74.0,,44.0,,
Heidi Brown,Semester 6,50.0,77.0,,36.0,72.0
Heidi Brown,Semester 1,85.0,93.0,,,62.0
Heidi Brown,Semester 5,,,31.0,,
Heidi Brown,Semester 4,,96.0,38.0,,52.0
Heidi Brown,Semester 3,,37.0,57.0,,
Heidi Brown,Semester 8,,32.0,,,
Heidi Brown,Semester 7,,,,,
Wanda Booker,Semester 8,56.0,,53.0,74.0,31.0
Wanda Booker,Semester 4,41.0,,78.0,,
Wanda Booker,Semester 1,50.0,,38.0,33.0,
Cassandra Taylor,Semester 6,89.0,,82.0,34.0,84.0
Cassandra Taylor,Semester 1,,77.0,31.0,34.0,94.0
Cassandra Taylor,Semester 5,,,85.0,65.0,60.0
Sarah Phelps,Semester 4,69.0,30.0,61.0,,
Sarah Phelps,Semester 8,,94.0,42.0,,
Sarah Phelps,Semester 1,,97.0,,100.0,96.0
Sarah Phelps,Semester 3,100.0,,,95.0,78.0
Sarah Phelps,Semester 7,,,66.0,32.0,
Sarah Phelps,Semester 5,100.0,63.0,40.0,37.0,99.0
Luke Campbell,Semester 8,100.0,,,,40.0
Luke Campbell,Semester 5,54.0,66.0,,,56.0
Luke Campbell,Semester 6,,,,98.0,37.0
Luke Campbell,Semester 1,,,37.0,,
Luke Campbell,Semester 7,35.0,57.0,82.0,,44.0
Luke Campbell,Semester 3,45.0,46.0,68.0,,
Luke Campbell,Semester 2,,,60.0,48.0,
Luke Campbell,Semester 4,,,,47.0,85.0
Benjamin Mcgee,Semester 5,57.0,,68.0,67.0,72.0
Benjamin Mcgee,Semester 3,,,62.0,68.0,
Benjamin Mcgee,Semester 8,45.0,55.0,42.0,,
Benjamin Mcgee,Semester 4,37.0,43.0,,78.0,86.0
Benjamin Mcgee,Semester 7,54.0,86.0,,69.0,
Lonnie Gonzalez,Semester 5,,94.0,36.0,,81.0
Lonnie Gonzalez,Semester 6,57.0,,60.0,85.0,
Lonnie Gonzalez,Semester 7,84.0,,61.0,,54.0
Lonnie Gonzalez,Semester 2,78.0,,69.0,,
Lonnie Gonzalez,Semester 4,,61.0,,,
Lonnie Gonzalez,Semester 1,,42.0,36.0,,40.0
Lonnie Gonzalez,Semester 8,,63.0,,84.0,95.0
Matthew Molina,Semester 1,,,91.0,,
Matthew Molina,Semester 6,37.0,,,91.0,
Jordan Gamble,Semester 3,54.0,53.0,,90.0,47.0
Jordan Gamble,Semester 7,63.0,,,98.0,
Jordan Gamble,Semester 6,85.0,49.0,46.0,,81.0
Jordan Gamble,Semester 5,100.0,64.0,84.0,,
Jordan Gamble,Semester 1,,,40.0,68.0,
Jessica Hardin,Semester 4,,,,,
Jessica Hardin,Semester 7,52.0,69.0,,95.0,41.0
Jessica Hardin,Semester 3,51.0,,,81.0,
Jessica Hardin,Semester 1,93.0,60.0,,,
Jaime Williamson,Semester 3,72.0,50.0,85.0,96.0,72.0
Jaime Williamson,Semester 2,,,,,38.0
Jaime Williamson,Semester 1,86.0,31.0,,,87.0
Jaime Williamson,Semester 7,,57.0,74.0,80.0,
Jaime Williamson,Semester 6,39.0,85.0,87.0,62.0,59.0
Jaime Williamson,Semester 5,85.0,,69.0,,
Jaime Williamson,Semester 8,59.0,,65.0,78.0,69.0
Susan Diaz,Semester 3,62.0,82.0,,49.0,
Susan Diaz,Semester 5,,,,,
Sarah Smith,Semester 6,71.0,45.0,,,
Sarah Smith,Semester 5,,,70.0,99.0,
Sarah Smith,Semester 2,70.0,,,,81.0
Sarah Smith,Semester 1,40.0,67.0,91.0,,49.0
Sarah Smith,Semester 7,,39.0,,93.0,30.0
Sarah Smith,Semester 4,69.0,84.0,,,43.0
Sarah Smith,Semester 3,,62.0,34.0,47.0,
Sarah Smith,Semester 8,56.0,,46.0,79.0,
Christopher Lopez,Semester 5,38.0,,,85.0,60.0
Christopher Lopez,Semester 2,,,,,
Christopher Lopez,Semester 7,,80.0,,,79.0
Christopher Lopez,Semester 3,,,33.0,,
Christopher Lopez,Semester 4,,38.0,,72.0,
Timothy Edwards,Semester 7,,,,38.0,
Timothy Edwards,Semester 2,80.0,58.0,83.0,33.0,39.0
Lauren Gibson,Semester 5,,,,64.0,
Lauren Gibson,Semester 2,,,,,
Lauren Gibson,Semester 3,,,90.0,,
Danielle Reynolds,Semester 4,38.0,,,92.0,
Danielle Reynolds,Semester 2,41.0,34.0,,,41.0
Ms. Candice Leon,Semester 8,,,,,30.0
Stacey Moore,Semester 2,,70.0,80.0,59.0,86.0
Erik Smith,Semester 6,59.0,90.0,88.0,,45.0
Erik Smith,Semester 7,78.0,,,80.0,98.0
Erik Smith,Semester 3,,95.0,73.0,,52.0
Erik Smith,Semester 4,,,68.0,,82.0
Erik Smith,Semester 5,99.0,52.0,51.0,,98.0
Erik Smith,Semester 8,58.0,,,,84.0
Erik Smith,Semester 2,,,75.0,,45.0
Jacob Schneider,Semester 8,66.0,,37.0,,
Jacob Schneider,Semester 5,,90.0,,,
Jacob Schneider,Semester 3,,63.0,,,30.0
Alexander Roy,Semester 5,55.0,,,64.0,
Alexander Roy,Semester 4,,87.0,55.0,,
Alexander Roy,Semester 6,,64.0,34.0,37.0,100.0
Nicole Williams,Semester 2,,85.0,,53.0,68.0
Nicole Williams,Semester 6,,94.0,70.0,,
Nicole Williams,Semester 1,,,,,
Nicole Williams,Semester 7,,68.0,,50.0,
Nicole Williams,Semester 3,40.0,,39.0,,42.0
Nicole Williams,Semester 5,,60.0,85.0,64.0,
Nicole Williams,Semester 8,,65.0,53.0,37.0,57.0
Julie Mcdonald,Semester 1,57.0,44.0,45.0,42.0,73.0
Matthew Wilson,Semester 8,34.0,57.0,75.0,,75.0
Matthew Wilson,Semester 2,67.0,,,,71.0
Matthew Wilson,Semester 7,,58.0,46.0,56.0,
Matthew Wilson,Semester 4,46.0,61.0,,,35.0
Matthew Wilson,Semester 1,,,,32.0,86.0
Ann Mccann,Semester 3,,34.0,31.0,,59.0
Ann Mccann,Semester 7,,,,85.0,87.0
Ann Mccann,Semester 6,,,73.0,76.0,
Ann Mccann,Semester 8,39.0,73.0,,60.0,
Ann Mccann,Semester 5,49.0,,,,53.0
Ann Mccann,Semester 4,,46.0,,,36.0
Ann Mccann,Semester 2,76.0,,65.0,,
Ann Mccann,Semester 1,,,51.0,47.0,
Jessica Brown,Semester 8,38.0,86.0,84.0,37.0,43.0
Jessica Brown,Semester 4,92.0,77.0,62.0,,96.0
Austin Wallace,Semester 4,75.0,49.0,33.0,,
Austin Wallace,Semester 7,95.0,83.0,,,
Felicia Schwartz,Semester 2,70.0,67.0,,,42.0
Felicia Schwartz,Semester 1,,,94.0,,
Felicia Schwartz,Semester 4,,68.0,,41.0,
Felicia Schwartz,Semester 7,,,63.0,,
Felicia Schwartz,Semester 6,37.0,,,47.0,43.0
Felicia Schwartz,Semester 8,95.0,83.0,33.0,,61.0
Felicia Schwartz,Semester 5,,70.0,,,50.0
Felicia Schwartz,Semester 3,,,92.0,,88.0
Melissa Leon,Semester 8,90.0,33.0,,,93.0
Melissa Leon,Semester 2,67.0,,,,
Melissa Leon,Semester 3,78.0,49.0,,,60.0
Walter Yoder,Semester 8,56.0,36.0,,70.0,
Walter Yoder,Semester 3,,,55.0,81.0,35.0
Walter Yoder,Semester 6,76.0,,,,
Jason Dickson,Semester 4,40.0,,,46.0,42.0
Jason Dickson,Semester 3,88.0,83.0,,,81.0
Jason Dickson,Semester 6,37.0,,,,
Chelsea Reed,Semester 7,,75.0,,,91.0
Chelsea Reed,Semester 5,94.0,34.0,41.0,66.0,33.0
Chelsea Reed,Semester 8,,41.0,,97.0,
Chelsea Reed,Semester 1,,47.0,97.0,71.0,
Chelsea Reed,Semester 4,73.0,31.0,46.0,,
Chelsea Reed,Semester 6,30.0,,58.0,,
Kathleen Moody,Semester 8,52.0,,,,
Kathleen Moody,Semester 4,,,,34.0,95.0
Rhonda Harris DDS,Semester 4,87.0,,,,
Rhonda Harris DDS,Semester 7,65.0,,,86.0,
Jason Church,Semester 7,97.0,71.0,82.0,,
Jason Church,Semester 4,,43.0,44.0,,
Jason Church,Semester 1,,,58.0,68.0,78.0
Jason Church,Semester 8,89.0,,65.0,82.0,
Jason Church,Semester 6,,,,69.0,
Jason Church,Semester 2,,,,97.0,52.0
Holly Carr,Semester 6,,,,40.0,30.0
Holly Carr,Semester 2,,88.0,,48.0,72.0
Holly Carr,Semester 4,,37.0,70.0,88.0,
Holly Carr,Semester 1,90.0,,,,98.0
Holly Carr,Semester 8,37.0,,,,32.0
Holly Carr,Semester 5,89.0,52.0,89.0,47.0,44.0
Holly Carr,Semester 3,,57.0,72.0,59.0,45.0
Jeremy Molina,Semester 1,43.0,100.0,41.0,,
Jeremy Molina,Semester 7,,91.0,82.0,64.0,
Jeremy Molina,Semester 5,47.0,,,,
Jeremy Molina,Semester 8,,50.0,,35.0,
Jeremy Molina,Semester 3,58.0,,,94.0,
Jeremy Molina,Semester 4,,38.0,,58.0,61.0
Sarah Berry,Semester 7,83.0,89.0,,57.0,44.0
Sarah Berry,Semester 1,,,,53.0,34.0
Sarah Berry,Semester 8,94.0,,64.0,57.0,63.0
Sarah Berry,Semester 2,,,30.0,,71.0
Sarah Berry,Semester 4,,41.0,,70.0,
Sarah Berry,Semester 3,82.0,,,,91.0
Sarah Berry,Semester 6,,61.0,84.0,,74.0
Johnny Adams,Semester 2,,49.0,,48.0,
Johnny Adams,Semester 1,52.0,76.0,,,96.0
Johnny Adams,Semester 6,,95.0,94.0,71.0,
Johnny Adams,Semester 7,35.0,53.0,52.0,32.0,87.0
Johnny Adams,Semester 4,56.0,,75.0,32.0,
Johnny Adams,Semester 8,42.0,36.0,,,57.0
Johnny Adams,Semester 5,44.0,,,,57.0
Benjamin Hunt,Semester 4,49.0,90.0,89.0,,77.0
Benjamin Hunt,Semester 6,83.0,41.0,77.0,,78.0
Benjamin Hunt,Semester 8,,79.0,,83.0,80.0
Benjamin Hunt,Semester 7,,,,,
Brandy Wilson,Semester 7,,48.0,,93.0,
Miguel Edwards,Semester 4,85.0,47.0,81.0,,60.0
Miguel Edwards,Semester 6,,77.0,63.0,88.0,
Miguel Edwards,Semester 3,,,,,37.0
Miguel Edwards,Semester 1,,85.0,72.0,99.0,99.0
Miguel Edwards,Semester 7,,,,40.0,46.0
Jeffery Phillips,Semester 2,60.0,31.0,86.0,81.0,100.0
Jeffery Phillips,Semester 8,43.0,,33.0,93.0,41.0
Jeffery Phillips,Semester 5,,,,,
Jeffery Phillips,Semester 7,54.0,76.0,,,
Jeffery Phillips,Semester 4,,98.0,88.0,,
Jeffery Phillips,Semester 1,,,,,70.0
Virginia Eaton MD,Semester 8,36.0,,,79.0,
Virginia Eaton MD,Semester 1,76.0,,36.0,,90.0
Virginia Eaton MD,Semester 7,,,,,
Michael Rowe,Semester 2,74.0,41.0,76.0,33.0,
Michael Rowe,Semester 6,,,31.0,,
Sheena Alvarado,Semester 7,65.0,80.0,,,
Sheena Alvarado,Semester 3,,65.0,65.0,40.0,97.0
John Cunningham,Semester 7,60.0,,,41.0,
John Cunningham,Semester 4,,,,,
John Cunningham,Semester 3,46.0,75.0,70.0,,85.0
Donna Mullins,Semester 4,86.0,,,92.0,32.0
Christopher Lane,Semester 5,38.0,,,,
Christopher Lane,Semester 2,86.0,,,96.0,85.0
Christopher Lane,Semester 3,,,,,98.0
Christopher Lane,Semester 6,,,65.0,,
Christopher Lane,Semester 1,,,,67.0,
Christopher Lane,Semester 4,49.0,63.0,65.0,66.0,88.0
Sarah Knight,Semester 1,59.0,,51.0,66.0,
William Williams,Semester 1,,68.0,,,
William Williams,Semester 8,58.0,40.0,,,
April Adams,Semester 1,,54.0,99.0,36.0,33.0
Laura Thompson,Semester 2,,34.0,,,69.0
Laura Thompson,Semester 7,,,99.0,,
Laura Thompson,Semester 8,60.0,,94.0,73.0,58.0
Laura Thompson,Semester 5,,58.0,96.0,54.0,43.0
Laura Thompson,Semester 6,75.0,41.0,,81.0,
Laura Thompson,Semester 1,69.0,,55.0,,41.0
Laura Thompson,Semester 3,81.0,,,58.0,
Justin Chung,Semester 8,86.0,,78.0,37.0,95.0
Justin Chung,Semester 5,37.0,60.0,,,73.0
Robert Reid,Semester 8,,44.0,,,100.0
Laura Hensley,Semester 7,90.0,59.0,30.0,94.0,
Laura Hensley,Semester 3,,,73.0,63.0,39.0
Laura Hensley,Semester 5,,,98.0,54.0,
Laura Hensley,Semester 8,67.0,,,97.0,
Laura Hensley,Semester 4,,,,77.0,
Laura Hensley,Semester 1,65.0,,,,
Laura Hensley,Semester 2,36.0,,48.0,69.0,63.0
Thomas Sheppard,Semester 1,,68.0,86.0,85.0,
Thomas Sheppard,Semester 5,,96.0,43.0,,
Thomas Sheppard,Semester 3,,,85.0,74.0,80.0
Thomas Sheppard,Semester 4,30.0,42.0,,,40.0
Thomas Sheppard,Semester 6,90.0,70.0,90.0,,69.0
Thomas Sheppard,Semester 8,65.0,,33.0,53.0,
Thomas Sheppard,Semester 7,,,,35.0,96.0
Christopher Lawson,Semester 2,67.0,66.0,,95.0,
Christopher Lawson,Semester 8,,,,92.0,
Christopher Lawson,Semester 3,58.0,55.0,40.0,,
Christopher Lawson,Semester 5,61.0,,77.0,65.0,52.0
Jennifer Raymond,Semester 1,,,73.0,33.0,
Donna Taylor,Semester 6,,,,70.0,71.0
Donna Taylor,Semester 4,34.0,,33.0,89.0,72.0
Donna Taylor,Semester 8,94.0,84.0,,,82.0
Donna Taylor,Semester 3,,,,,
Oscar Scott,Semester 6,,98.0,,72.0,
Oscar Scott,Semester 2,78.0,73.0,87.0,,
Oscar Scott,Semester 7,97.0,,,,34.0
Oscar Scott,Semester 1,88.0,75.0,,,
Blake Garcia,Semester 6,,,86.0,,
Blake Garcia,Semester 8,,,69.0,,46.0
Blake Garcia,Semester 7,62.0,57.0,,,94.0
Blake Garcia,Semester 4,51.0,,64.0,,
Blake Garcia,Semester 1,,,42.0,95.0,
Blake Garcia,Semester 3,,,,73.0,
Jonathan Armstrong,Semester 4,,,,62.0,37.0
Jonathan Armstrong,Semester 3,,46.0,,,
Jonathan Armstrong,Semester 7,,,,,97.0
Jonathan Armstrong,Semester 1,69.0,,,,
Jonathan Armstrong,Semester 5,92.0,38.0,,62.0,38.0
Jonathan Armstrong,Semester 6,83.0,87.0,,,63.0
Jonathan Armstrong,Semester 8,,83.0,,79.0,
Mary Jackson,Semester 7,38.0,86.0,60.0,,
Mary Jackson,Semester 4,86.0,36.0,,51.0,55.0
Matthew Knight,Semester 3,63.0,,,44.0,68.0
Matthew Knight,Semester 6,,,45.0,,90.0
Matthew Knight,Semester 8,,,49.0,,
Matthew Knight,Semester 7,85.0,,,,75.0
Matthew Knight,Semester 1,49.0,76.0,75.0,79.0,60.0
Matthew Knight,Semester 5,96.0,45.0,,,
Chase Torres,Semester 4,,,66.0,79.0,93.0
Chase Torres,Semester 7,50.0,,87.0,,
Chase Torres,Semester 1,,,31.0,72.0,
Chase Torres,Semester 5,49.0,,36.0,,
Chase Torres,Semester 6,,,,,
Chase Torres,Semester 2,52.0,,100.0,45.0,31.0
Louis King,Semester 1,,86.0,,35.0,65.0
Louis King,Semester 4,,37.0,,,47.0
Louis King,Semester 7,,90.0,,,
Louis King,Semester 8,,,,,52.0
Louis King,Semester 6,64.0,63.0,64.0,,
Louis King,Semester 3,86.0,72.0,69.0,,
Louis King,Semester 5,,,,85.0,
Louis King,Semester 2,,,,70.0,
Virginia Garrison,Semester 8,96.0,49.0,96.0,47.0,94.0
John Roy,Semester 8,40.0,,,,
John Roy,Semester 5,57.0,31.0,49.0,61.0,52.0
John Roy,Semester 1,,63.0,34.0,,54.0
John Roy,Semester 6,66.0,93.0,61.0,53.0,39.0
John Roy,Semester 4,69.0,38.0,,,
John Roy,Semester 2,,,49.0,53.0,
John Roy,Semester 3,46.0,79.0,,85.0,
John Roy,Semester 7,,,,62.0,
Stephanie Lee,Semester 4,60.0,93.0,85.0,,
Stephanie Lee,Semester 1,,,,,54.0
Stephanie Lee,Semester 5,,,,30.0,
Stephanie Lee,Semester 7,,,,,
Patrick Rogers,Semester 4,,,,50.0,87.0
Patrick Rogers,Semester 8,92.0,,61.0,41.0,
Patrick Rogers,Semester 2,90.0,,63.0,,
Patrick Rogers,Semester 7,74.0,82.0,,49.0,
Patrick Rogers,Semester 1,,,32.0,85.0,
Patrick Rogers,Semester 3,,,72.0,,
Jeffrey Mcdonald,Semester 7,,,48.0,46.0,
Jeffrey Mcdonald,Semester 1,66.0,,48.0,30.0,
Jeffrey Mcdonald,Semester 3,,81.0,69.0,,94.0
Jeffrey Mcdonald,Semester 2,,,,49.0,
Jeffrey Mcdonald,Semester 4,67.0,,64.0,,
Jeffrey Mcdonald,Semester 8,,,,37.0,100.0
Jeffrey Mcdonald,Semester 5,,51.0,,85.0,97.0
Stacy Brown PhD,Semester 1,,,,,
Stacy Brown PhD,Semester 2,,36.0,,36.0,
Stacy Brown PhD,Semester 8,49.0,,81.0,66.0,67.0
Stacy Brown PhD,Semester 5,,,,46.0,
Stacy Brown PhD,Semester 3,80.0,,89.0,63.0,52.0
Stacy Brown PhD,Semester 7,78.0,68.0,67.0,,
Stacy Brown PhD,Semester 4,,80.0,,31.0,77.0
Chad Jones,Semester 1,31.0,43.0,80.0,48.0,85.0
Chad Jones,Semester 5,86.0,,,,
Chad Jones,Semester 8,39.0,,,,99.0
Chad Jones,Semester 3,,,46.0,,
Chad Jones,Semester 7,70.0,48.0,51.0,66.0,95.0
Chad Jones,Semester 2,,70.0,62.0,88.0,
Tracy Hayes,Semester 2,,31.0,,,
Tracy Hayes,Semester 6,,,,,71.0
Ryan Wallace,Semester 3,,,39.0,,71.0
Ryan Wallace,Semester 7,,60.0,,,36.0
Ryan Wallace,Semester 6,,,39.0,86.0,
Ryan Wallace,Semester 1,,78.0,,,
Ryan Wallace,Semester 8,,73.0,57.0,,35.0
Ryan Wallace,Semester 2,,36.0,86.0,64.0,45.0
Tiffany Hanson,Semester 8,,35.0,,,68.0
Tiffany Hanson,Semester 4,,,71.0,,95.0
Tiffany Hanson,Semester 5,,,,,
Tiffany Hanson,Semester 7,,33.0,,48.0,41.0
Tiffany Hanson,Semester 2,,,,43.0,36.0
Tiffany Hanson,Semester 3,34.0,,,,65.0
Tiffany Hanson,Semester 6,70.0,,86.0,,
Tiffany Hanson,Semester 1,30.0,38.0,,,
Sean Martin,Semester 6,,,,,
Sean Martin,Semester 4,,,79.0,,95.0
Sean Martin,Semester 8,,,76.0,,
Sean Martin,Semester 5,,,48.0,84.0,
Sean Martin,Semester 2,75.0,,57.0,82.0,48.0
Sean Martin,Semester 1,,,,75.0,
Frank Olson,Semester 8,,,,80.0,
Frank Olson,Semester 1,78.0,71.0,93.0,,38.0
Daniel Lin,Semester 1,87.0,,75.0,69.0,61.0
Daniel Lin,Semester 7,,,92.0,,
Daniel Lin,Semester 8,60.0,,66.0,80.0,
Daniel Lin,Semester 6,34.0,,66.0,,
Jennifer Mitchell,Semester 1,,57.0,,,30.0
Jennifer Mitchell,Semester 4,,,,53.0,
Jennifer Mitchell,Semester 2,,,,98.0,
Samantha Coleman,Semester 5,83.0,80.0,,39.0,34.0
Samantha Coleman,Semester 2,89.0,,,,
Samantha Coleman,Semester 8,32.0,,,72.0,
Samantha Coleman,Semester 3,,,,,
Samantha Coleman,Semester 1,,,43.0,44.0,39.0
Samantha Coleman,Semester 4,,50.0,,69.0,100.0
Samantha Coleman,Semester 6,,,,,
Phillip Davis,Semester 5,,,90.0,,70.0
Phillip Davis,Semester 8,,47.0,,,
Phillip Davis,Semester 7,33.0,,42.0,90.0,
Phillip Davis,Semester 4,,45.0,,92.0,
Phillip Davis,Semester 6,86.0,96.0,88.0,,89.0
Mark Berg,Semester 7,,41.0,,55.0,
Mark Berg,Semester 3,,,64.0,39.0,
Jeffrey Jones,Semester 4,75.0,47.0,30.0,,46.0
Jeffrey Jones,Semester 6,,64.0,49.0,60.0,
Jeffrey Jones,Semester 3,,,33.0,78.0,
Rachel Vasquez,Semester 1,50.0,,63.0,73.0,
Rachel Vasquez,Semester 3,,96.0,,68.0,61.0
Amanda Wolfe,Semester 8,95.0,57.0,78.0,,38.0
Amanda Wolfe,Semester 2,76.0,,,57.0,41.0
Amanda Wolfe,Semester 7,84.0,50.0,,,
Amanda Wolfe,Semester 1,,41.0,,,73.0
Amanda Wolfe,Semester 6,,94.0,,,70.0
Amanda Wolfe,Semester 4,,83.0,72.0,,34.0
Amanda Wolfe,Semester 3,,,,100.0,34.0
Amanda Wolfe,Semester 5,38.0,74.0,,,53.0
Theresa Cooper,Semester 3,98.0,52.0,78.0,33.0,79.0
Theresa Cooper,Semester 6,,,,,32.0
Theresa Cooper,Semester 4,,38.0,,,81.0
Sarah Oliver,Semester 8,,50.0,32.0,94.0,
Eduardo Edwards,Semester 6,,,,,81.0
Eduardo Edwards,Semester 2,39.0,,,,39.0
Eduardo Edwards,Semester 4,,,,38.0,98.0
Eduardo Edwards,Semester 7,,55.0,66.0,,35.0
John Carlson,Semester 4,35.0,96.0,98.0,,
John Carlson,Semester 1,84.0,,51.0,,
John Carlson,Semester 3,,,,,41.0
Amy Fleming,Semester 4,,88.0,,,
Amy Fleming,Semester 5,,92.0,,96.0,
Amy Fleming,Semester 6,31.0,,89.0,,66.0
Amy Fleming,Semester 1,90.0,,,,56.0
Amy Fleming,Semester 8,,,,52.0,37.0
Amy Fleming,Semester 7,52.0,,36.0,,81.0
John Powell,Semester 4,,,61.0,,81.0
John Powell,Semester 1,95.0,48.0,,86.0,64.0
John Powell,Semester 8,78.0,,,,
John Powell,Semester 2,,,69.0,,
John Powell,Semester 5,84.0,,,63.0,
John Powell,Semester 3,38.0,,66.0,,
Sandra Jones,Semester 1,53.0,65.0,,91.0,95.0
Dr. Jason Marshall,Semester 2,,36.0,86.0,,77.0
Dr. Jason Marshall,Semester 7,70.0,48.0,,98.0,33.0
Rodney Frazier,Semester 4,,86.0,34.0,,51.0
Rodney Frazier,Semester 3,,76.0,69.0,76.0,
Rodney Frazier,Semester 7,100.0,,,46.0,98.0
Shelby Smith,Semester 2,72.0,,56.0,,81.0
Charlene Diaz,Semester 4,,,,,33.0
Charlene Diaz,Semester 1,,,87.0,,38.0
Nicole Chase,Semester 8,64.0,,97.0,80.0,
Nicole Chase,Semester 5,,,,67.0,
Nicole Chase,Semester 4,91.0,,80.0,70.0,85.0
Nicole Chase,Semester 7,40.0,,56.0,,
Nicole Chase,Semester 3,,30.0,,,
Lisa Young MD,Semester 1,40.0,82.0,89.0,,87.0
Lisa Young MD,Semester 8,,,,,
Lisa Young MD,Semester 5,41.0,,,,89.0
Lisa Young MD,Semester 4,,95.0,,70.0,50.0
Mark Walker,Semester 1,,82.0,73.0,30.0,93.0
Mark Walker,Semester 2,,69.0,,,
Mark Walker,Semester 8,94.0,,40.0,90.0,
Mark Walker,Semester 4,55.0,78.0,75.0,69.0,
Mark Walker,Semester 3,70.0,,,,36.0
Mark Walker,Semester 7,51.0,91.0,96.0,51.0,99.0
Mark Walker,Semester 5,46.0,,51.0,68.0,
Mark Walker,Semester 6,65.0,43.0,63.0,,
Ashley Jones,Semester 7,,37.0,,48.0,82.0
Ashley Jones,Semester 4,85.0,55.0,71.0,79.0,85.0
Ashley Jones,Semester 3,,50.0,98.0,34.0,
Ashley Jones,Semester 5,92.0,,,,48.0
Steven Lawson,Semester 3,,,,,
Steven Lawson,Semester 2,51.0,61.0,,,
Steven Lawson,Semester 1,70.0,,89.0,54.0,
Steven Lawson,Semester 4,55.0,,61.0,35.0,64.0
Steven Lawson,Semester 7,44.0,,91.0,89.0,
Steven Lawson,Semester 6,,55.0,,52.0,
Steven Lawson,Semester 5,,,45.0,,
Steven Lawson,Semester 8,,42.0,54.0,,31.0
Vanessa Wells,Semester 3,99.0,100.0,91.0,55.0,
Vanessa Wells,Semester 2,69.0,,,,
Vanessa Wells,Semester 6,46.0,,,,59.0
Vanessa Wells,Semester 1,73.0,,,71.0,43.0
James Medina,Semester 2,59.0,,,,
James Medina,Semester 5,,79.0,,,48.0
James Medina,Semester 6,94.0,,51.0,57.0,
James Medina,Semester 7,74.0,,,67.0,65.0
James Medina,Semester 4,,,,,54.0
James Medina,Semester 1,82.0,,86.0,82.0,97.0
Rick Peters,Semester 6,,39.0,43.0,67.0,31.0
Rick Peters,Semester 1,74.0,,,,71.0
Rick Peters,Semester 3,,48.0,,53.0,
Rick Peters,Semester 5,,48.0,,,
Rick Peters,Semester 4,,,37.0,,
Rick Peters,Semester 7,41.0,,49.0,,
Allison Roy,Semester 5,53.0,97.0,66.0,72.0,44.0
Allison Roy,Semester 8,,,,48.0,50.0
Jerry Palmer,Semester 4,,,93.0,91.0,75.0
Jerry Palmer,Semester 3,41.0,34.0,49.0,,37.0
